"","x"
"7672","OTHER OFFENSES"
"7673","LARCENY/THEFT"
"7674","LARCENY/THEFT"
"7675","VANDALISM"
"7676","LARCENY/THEFT"
"7677","LARCENY/THEFT"
"7678","LARCENY/THEFT"
"7679","LARCENY/THEFT"
"7680","OTHER OFFENSES"
"7681","LARCENY/THEFT"
"7682","LARCENY/THEFT"
"7683","LARCENY/THEFT"
"7684","LARCENY/THEFT"
"7685","LARCENY/THEFT"
"7686","LARCENY/THEFT"
"7687","NON-CRIMINAL"
"7688","LARCENY/THEFT"
"7689","LARCENY/THEFT"
"7690","LARCENY/THEFT"
"7691","LARCENY/THEFT"
"7692","LARCENY/THEFT"
"7693","VANDALISM"
"7694","VANDALISM"
"7695","LARCENY/THEFT"
"7696","LARCENY/THEFT"
"7697","LARCENY/THEFT"
"7698","LARCENY/THEFT"
"7699","LARCENY/THEFT"
"7700","LARCENY/THEFT"
"7701","LARCENY/THEFT"
"7702","LARCENY/THEFT"
"7703","LARCENY/THEFT"
"7704","LARCENY/THEFT"
"7705","LARCENY/THEFT"
"7706","LARCENY/THEFT"
"7707","LARCENY/THEFT"
"7708","ASSAULT"
"7709","LARCENY/THEFT"
"7710","LARCENY/THEFT"
"7711","OTHER OFFENSES"
"7712","ASSAULT"
"7713","LARCENY/THEFT"
"7714","LARCENY/THEFT"
"7715","LARCENY/THEFT"
"7716","LARCENY/THEFT"
"7717","ASSAULT"
"7718","ASSAULT"
"7719","ASSAULT"
"7720","LARCENY/THEFT"
"7721","NON-CRIMINAL"
"7722","LARCENY/THEFT"
"7723","OTHER OFFENSES"
"7724","LARCENY/THEFT"
"7725","LARCENY/THEFT"
"7726","LARCENY/THEFT"
"7727","OTHER OFFENSES"
"7728","LARCENY/THEFT"
"7729","LARCENY/THEFT"
"7730","OTHER OFFENSES"
"7731","LARCENY/THEFT"
"7732","LARCENY/THEFT"
"7733","LARCENY/THEFT"
"7734","NON-CRIMINAL"
"7735","OTHER OFFENSES"
"7736","OTHER OFFENSES"
"7737","LARCENY/THEFT"
"7738","LARCENY/THEFT"
"7739","LARCENY/THEFT"
"7740","LARCENY/THEFT"
"7741","LARCENY/THEFT"
"7742","NON-CRIMINAL"
"7743","LARCENY/THEFT"
"7744","NON-CRIMINAL"
"7745","LARCENY/THEFT"
"7746","LARCENY/THEFT"
"7747","LARCENY/THEFT"
"7748","LARCENY/THEFT"
"7749","LARCENY/THEFT"
"7750","LARCENY/THEFT"
"7751","ASSAULT"
"7752","LARCENY/THEFT"
"7753","LARCENY/THEFT"
"7754","LARCENY/THEFT"
"7755","LARCENY/THEFT"
"7756","LARCENY/THEFT"
"7757","OTHER OFFENSES"
"7758","OTHER OFFENSES"
"7759","OTHER OFFENSES"
"7760","OTHER OFFENSES"
"7761","LARCENY/THEFT"
"7762","LARCENY/THEFT"
"7763","OTHER OFFENSES"
"7764","LARCENY/THEFT"
"7765","LARCENY/THEFT"
"7766","LARCENY/THEFT"
"7767","LARCENY/THEFT"
"7768","LARCENY/THEFT"
"7769","LARCENY/THEFT"
"7770","NON-CRIMINAL"
"7771","NON-CRIMINAL"
"7772","NON-CRIMINAL"
"7773","LARCENY/THEFT"
"7774","OTHER OFFENSES"
"7775","OTHER OFFENSES"
"7776","LARCENY/THEFT"
"7777","OTHER OFFENSES"
"7778","LARCENY/THEFT"
"7779","LARCENY/THEFT"
"7780","LARCENY/THEFT"
"7781","LARCENY/THEFT"
"7782","LARCENY/THEFT"
"7783","LARCENY/THEFT"
"7784","LARCENY/THEFT"
"7785","LARCENY/THEFT"
"7786","OTHER OFFENSES"
"7787","LARCENY/THEFT"
"7788","LARCENY/THEFT"
"7789","OTHER OFFENSES"
"7790","OTHER OFFENSES"
"7791","LARCENY/THEFT"
"7792","LARCENY/THEFT"
"7793","LARCENY/THEFT"
"7794","OTHER OFFENSES"
"7795","LARCENY/THEFT"
"7796","OTHER OFFENSES"
"7797","LARCENY/THEFT"
"7798","LARCENY/THEFT"
"7799","LARCENY/THEFT"
"7800","LARCENY/THEFT"
"7801","LARCENY/THEFT"
"7802","LARCENY/THEFT"
"7803","OTHER OFFENSES"
"7804","OTHER OFFENSES"
"7805","LARCENY/THEFT"
"7806","LARCENY/THEFT"
"7807","WARRANTS"
"7808","WARRANTS"
"7809","OTHER OFFENSES"
"7810","LARCENY/THEFT"
"7811","NON-CRIMINAL"
"7812","LARCENY/THEFT"
"7813","LARCENY/THEFT"
"7814","LARCENY/THEFT"
"7815","ASSAULT"
"7816","LARCENY/THEFT"
"7817","LARCENY/THEFT"
"7818","OTHER OFFENSES"
"7819","LARCENY/THEFT"
"7820","ASSAULT"
"7821","LARCENY/THEFT"
"7822","LARCENY/THEFT"
"7823","LARCENY/THEFT"
"7824","NON-CRIMINAL"
"7825","NON-CRIMINAL"
"7826","ASSAULT"
"7827","ASSAULT"
"7828","ASSAULT"
"7829","ASSAULT"
"7830","ASSAULT"
"7831","ASSAULT"
"7832","LARCENY/THEFT"
"7833","LARCENY/THEFT"
"7834","LARCENY/THEFT"
"7835","LARCENY/THEFT"
"7836","LARCENY/THEFT"
"7837","LARCENY/THEFT"
"7838","LARCENY/THEFT"
"7839","LARCENY/THEFT"
"7840","LARCENY/THEFT"
"7841","LARCENY/THEFT"
"7842","LARCENY/THEFT"
"7843","LARCENY/THEFT"
"7844","VEHICLE THEFT"
"7845","VEHICLE THEFT"
"7846","LARCENY/THEFT"
"7847","LARCENY/THEFT"
"7848","LARCENY/THEFT"
"7849","LARCENY/THEFT"
"7850","LARCENY/THEFT"
"7851","LARCENY/THEFT"
"7852","LARCENY/THEFT"
"7853","OTHER OFFENSES"
"7854","LARCENY/THEFT"
"7855","ASSAULT"
"7856","ASSAULT"
"7857","LARCENY/THEFT"
"7858","LARCENY/THEFT"
"7859","LARCENY/THEFT"
"7860","OTHER OFFENSES"
"7861","LARCENY/THEFT"
"7862","LARCENY/THEFT"
"7863","LARCENY/THEFT"
"7864","NON-CRIMINAL"
"7865","NON-CRIMINAL"
"7866","ASSAULT"
"7867","LARCENY/THEFT"
"7868","LARCENY/THEFT"
"7869","ASSAULT"
"7870","ASSAULT"
"7871","LARCENY/THEFT"
"7872","LARCENY/THEFT"
"7873","ASSAULT"
"7874","SUSPICIOUS OCC"
"7875","ASSAULT"
"7876","NON-CRIMINAL"
"7877","LARCENY/THEFT"
"7878","LARCENY/THEFT"
"7879","LARCENY/THEFT"
"7880","LARCENY/THEFT"
"7881","LARCENY/THEFT"
"7882","NON-CRIMINAL"
"7883","LARCENY/THEFT"
"7884","LARCENY/THEFT"
"7885","LARCENY/THEFT"
"7886","OTHER OFFENSES"
"7887","OTHER OFFENSES"
"7888","LARCENY/THEFT"
"7889","LARCENY/THEFT"
"7890","LARCENY/THEFT"
"7891","ASSAULT"
"7892","OTHER OFFENSES"
"7893","LARCENY/THEFT"
"7894","LARCENY/THEFT"
"7895","NON-CRIMINAL"
"7896","NON-CRIMINAL"
"7897","LARCENY/THEFT"
"7898","LARCENY/THEFT"
"7899","NON-CRIMINAL"
"7900","LARCENY/THEFT"
"7901","LARCENY/THEFT"
"7902","LARCENY/THEFT"
"7903","LARCENY/THEFT"
"7904","LARCENY/THEFT"
"7905","LARCENY/THEFT"
"7906","LARCENY/THEFT"
"7907","LARCENY/THEFT"
"7908","LARCENY/THEFT"
"7909","LARCENY/THEFT"
"7910","LARCENY/THEFT"
"7911","LARCENY/THEFT"
"7912","LARCENY/THEFT"
"7913","LARCENY/THEFT"
"7914","LARCENY/THEFT"
"7915","LARCENY/THEFT"
"7916","OTHER OFFENSES"
"7917","NON-CRIMINAL"
"7918","LARCENY/THEFT"
"7919","LARCENY/THEFT"
"7920","OTHER OFFENSES"
"7921","LARCENY/THEFT"
"7922","OTHER OFFENSES"
"7923","LARCENY/THEFT"
"7924","VEHICLE THEFT"
"7925","LARCENY/THEFT"
"7926","LARCENY/THEFT"
"7927","LARCENY/THEFT"
"7928","LARCENY/THEFT"
"7929","LARCENY/THEFT"
"7930","LARCENY/THEFT"
"7931","LARCENY/THEFT"
"7932","ASSAULT"
"7933","NON-CRIMINAL"
"7934","NON-CRIMINAL"
"7935","LARCENY/THEFT"
"7936","LARCENY/THEFT"
"7937","NON-CRIMINAL"
"7938","LARCENY/THEFT"
"7939","LARCENY/THEFT"
"7940","LARCENY/THEFT"
"7941","LARCENY/THEFT"
"7942","LARCENY/THEFT"
"7943","NON-CRIMINAL"
"7944","NON-CRIMINAL"
"7945","LARCENY/THEFT"
"7946","OTHER OFFENSES"
"7947","OTHER OFFENSES"
"7948","LARCENY/THEFT"
"7949","LARCENY/THEFT"
"7950","OTHER OFFENSES"
"7951","OTHER OFFENSES"
"7952","OTHER OFFENSES"
"7953","LARCENY/THEFT"
"7954","LARCENY/THEFT"
"7955","LARCENY/THEFT"
"7956","LARCENY/THEFT"
"7957","LARCENY/THEFT"
"7958","LARCENY/THEFT"
"7959","LARCENY/THEFT"
"7960","LARCENY/THEFT"
"7961","LARCENY/THEFT"
"7962","LARCENY/THEFT"
"7963","LARCENY/THEFT"
"7964","LARCENY/THEFT"
"7965","LARCENY/THEFT"
"7966","LARCENY/THEFT"
"7967","LARCENY/THEFT"
"7968","LARCENY/THEFT"
"7969","MISSING PERSON"
"7970","LARCENY/THEFT"
"7971","LARCENY/THEFT"
"7972","LARCENY/THEFT"
"7973","LARCENY/THEFT"
"7974","LARCENY/THEFT"
"7975","LARCENY/THEFT"
"7976","LARCENY/THEFT"
"7977","LARCENY/THEFT"
"7978","LARCENY/THEFT"
"7979","LARCENY/THEFT"
"7980","MISSING PERSON"
"7981","LARCENY/THEFT"
"7982","LARCENY/THEFT"
"7983","LARCENY/THEFT"
"7984","LARCENY/THEFT"
"7985","LARCENY/THEFT"
"7986","LARCENY/THEFT"
"7987","LARCENY/THEFT"
"7988","LARCENY/THEFT"
"7989","LARCENY/THEFT"
"7990","LARCENY/THEFT"
"7991","LARCENY/THEFT"
"7992","MISSING PERSON"
"7993","ASSAULT"
"7994","ASSAULT"
"7995","LARCENY/THEFT"
"7996","NON-CRIMINAL"
"7997","LARCENY/THEFT"
"7998","LARCENY/THEFT"
"7999","LARCENY/THEFT"
"8000","NON-CRIMINAL"
"8001","OTHER OFFENSES"
"8002","OTHER OFFENSES"
"8003","OTHER OFFENSES"
"8004","LARCENY/THEFT"
"8005","LARCENY/THEFT"
"8006","VANDALISM"
"8007","OTHER OFFENSES"
"8008","OTHER OFFENSES"
"8009","VANDALISM"
"8010","LARCENY/THEFT"
"8011","LARCENY/THEFT"
"8012","LARCENY/THEFT"
"8013","LARCENY/THEFT"
"8014","LARCENY/THEFT"
"8015","OTHER OFFENSES"
"8016","OTHER OFFENSES"
"8017","LARCENY/THEFT"
"8018","LARCENY/THEFT"
"8019","LARCENY/THEFT"
"8020","LARCENY/THEFT"
"8021","LARCENY/THEFT"
"8022","LARCENY/THEFT"
"8023","NON-CRIMINAL"
"8024","LARCENY/THEFT"
"8025","OTHER OFFENSES"
"8026","LARCENY/THEFT"
"8027","LARCENY/THEFT"
"8028","LARCENY/THEFT"
"8029","LARCENY/THEFT"
"8030","LARCENY/THEFT"
"8031","LARCENY/THEFT"
"8032","LARCENY/THEFT"
"8033","LARCENY/THEFT"
"8034","NON-CRIMINAL"
"8035","NON-CRIMINAL"
"8036","LARCENY/THEFT"
"8037","LARCENY/THEFT"
"8038","NON-CRIMINAL"
"8039","LARCENY/THEFT"
"8040","LARCENY/THEFT"
"8041","LARCENY/THEFT"
"8042","LARCENY/THEFT"
"8043","LARCENY/THEFT"
"8044","LARCENY/THEFT"
"8045","LARCENY/THEFT"
"8046","LARCENY/THEFT"
"8047","LARCENY/THEFT"
"8048","LARCENY/THEFT"
"8049","NON-CRIMINAL"
"8050","LARCENY/THEFT"
"8051","LARCENY/THEFT"
"8052","LARCENY/THEFT"
"8053","LARCENY/THEFT"
"8054","LARCENY/THEFT"
"8055","LARCENY/THEFT"
"8056","LARCENY/THEFT"
"8057","LARCENY/THEFT"
"8058","LARCENY/THEFT"
"8059","OTHER OFFENSES"
"8060","OTHER OFFENSES"
"8061","LARCENY/THEFT"
"8062","NON-CRIMINAL"
"8063","NON-CRIMINAL"
"8064","NON-CRIMINAL"
"8065","LARCENY/THEFT"
"8066","LARCENY/THEFT"
"8067","LARCENY/THEFT"
"8068","LARCENY/THEFT"
"8069","LARCENY/THEFT"
"8070","NON-CRIMINAL"
"8071","NON-CRIMINAL"
"8072","NON-CRIMINAL"
"8073","NON-CRIMINAL"
"8074","NON-CRIMINAL"
"8075","NON-CRIMINAL"
"8076","NON-CRIMINAL"
"8077","NON-CRIMINAL"
"8078","NON-CRIMINAL"
"8079","LARCENY/THEFT"
"8080","LARCENY/THEFT"
"8081","LARCENY/THEFT"
"8082","LARCENY/THEFT"
"8083","LARCENY/THEFT"
"8084","LARCENY/THEFT"
"8085","LARCENY/THEFT"
"8086","LARCENY/THEFT"
"8087","LARCENY/THEFT"
"8088","LARCENY/THEFT"
"8089","NON-CRIMINAL"
"8090","LARCENY/THEFT"
"8091","LARCENY/THEFT"
"8092","LARCENY/THEFT"
"8093","LARCENY/THEFT"
"8094","ASSAULT"
"8095","LARCENY/THEFT"
"8096","NON-CRIMINAL"
"8097","LARCENY/THEFT"
"8098","NON-CRIMINAL"
"8099","LARCENY/THEFT"
"8100","NON-CRIMINAL"
"8101","OTHER OFFENSES"
"8102","LARCENY/THEFT"
"8103","LARCENY/THEFT"
"8104","NON-CRIMINAL"
"8105","NON-CRIMINAL"
"8106","LARCENY/THEFT"
"8107","LARCENY/THEFT"
"8108","LARCENY/THEFT"
"8109","NON-CRIMINAL"
"8110","OTHER OFFENSES"
"8111","OTHER OFFENSES"
"8112","LARCENY/THEFT"
"8113","NON-CRIMINAL"
"8114","NON-CRIMINAL"
"8115","LARCENY/THEFT"
"8116","OTHER OFFENSES"
"8117","LARCENY/THEFT"
"8118","LARCENY/THEFT"
"8119","LARCENY/THEFT"
"8120","NON-CRIMINAL"
"8121","LARCENY/THEFT"
"8122","OTHER OFFENSES"
"8123","LARCENY/THEFT"
"8124","LARCENY/THEFT"
"8125","LARCENY/THEFT"
"8126","LARCENY/THEFT"
"8127","NON-CRIMINAL"
"8128","LARCENY/THEFT"
"8129","NON-CRIMINAL"
"8130","LARCENY/THEFT"
"8131","LARCENY/THEFT"
"8132","NON-CRIMINAL"
"8133","OTHER OFFENSES"
"8134","OTHER OFFENSES"
"8135","LARCENY/THEFT"
"8136","LARCENY/THEFT"
"8137","LARCENY/THEFT"
"8138","LARCENY/THEFT"
"8139","LARCENY/THEFT"
"8140","OTHER OFFENSES"
"8141","LARCENY/THEFT"
"8142","LARCENY/THEFT"
"8143","OTHER OFFENSES"
"8144","OTHER OFFENSES"
"8145","LARCENY/THEFT"
"8146","NON-CRIMINAL"
"8147","LARCENY/THEFT"
"8148","LARCENY/THEFT"
"8149","LARCENY/THEFT"
"8150","NON-CRIMINAL"
"8151","NON-CRIMINAL"
"8152","LARCENY/THEFT"
"8153","LARCENY/THEFT"
"8154","LARCENY/THEFT"
"8155","LARCENY/THEFT"
"8156","OTHER OFFENSES"
"8157","NON-CRIMINAL"
"8158","OTHER OFFENSES"
"8159","LARCENY/THEFT"
"8160","LARCENY/THEFT"
"8161","LARCENY/THEFT"
"8162","LARCENY/THEFT"
"8163","OTHER OFFENSES"
"8164","LARCENY/THEFT"
"8165","LARCENY/THEFT"
"8166","LARCENY/THEFT"
"8167","NON-CRIMINAL"
"8168","LARCENY/THEFT"
"8169","LARCENY/THEFT"
"8170","LARCENY/THEFT"
"8171","LARCENY/THEFT"
"8172","ASSAULT"
"8173","LARCENY/THEFT"
"8174","LARCENY/THEFT"
"8175","LARCENY/THEFT"
"8176","OTHER OFFENSES"
"8177","OTHER OFFENSES"
"8178","LARCENY/THEFT"
"8179","LARCENY/THEFT"
"8180","LARCENY/THEFT"
"8181","OTHER OFFENSES"
"8182","LARCENY/THEFT"
"8183","LARCENY/THEFT"
"8184","ASSAULT"
"8185","LARCENY/THEFT"
"8186","LARCENY/THEFT"
"8187","LARCENY/THEFT"
"8188","LARCENY/THEFT"
"8189","LARCENY/THEFT"
"8190","LARCENY/THEFT"
"8191","OTHER OFFENSES"
"8192","LARCENY/THEFT"
"8193","LARCENY/THEFT"
"8194","LARCENY/THEFT"
"8195","LARCENY/THEFT"
"8196","LARCENY/THEFT"
"8197","NON-CRIMINAL"
"8198","LARCENY/THEFT"
"8199","LARCENY/THEFT"
"8200","NON-CRIMINAL"
"8201","LARCENY/THEFT"
"8202","LARCENY/THEFT"
"8203","LARCENY/THEFT"
"8204","LARCENY/THEFT"
"8205","VEHICLE THEFT"
"8206","VEHICLE THEFT"
"8207","NON-CRIMINAL"
"8208","NON-CRIMINAL"
"8209","LARCENY/THEFT"
"8210","LARCENY/THEFT"
"8211","LARCENY/THEFT"
"8212","LARCENY/THEFT"
"8213","LARCENY/THEFT"
"8214","LARCENY/THEFT"
"8215","LARCENY/THEFT"
"8216","LARCENY/THEFT"
"8217","LARCENY/THEFT"
"8218","LARCENY/THEFT"
"8219","LARCENY/THEFT"
"8220","LARCENY/THEFT"
"8221","LARCENY/THEFT"
"8222","LARCENY/THEFT"
"8223","LARCENY/THEFT"
"8224","LARCENY/THEFT"
"8225","LARCENY/THEFT"
"8226","LARCENY/THEFT"
"8227","NON-CRIMINAL"
"8228","LARCENY/THEFT"
"8229","LARCENY/THEFT"
"8230","LARCENY/THEFT"
"8231","LARCENY/THEFT"
"8232","LARCENY/THEFT"
"8233","LARCENY/THEFT"
"8234","NON-CRIMINAL"
"8235","OTHER OFFENSES"
"8236","LARCENY/THEFT"
"8237","LARCENY/THEFT"
"8238","LARCENY/THEFT"
"8239","LARCENY/THEFT"
"8240","OTHER OFFENSES"
"8241","LARCENY/THEFT"
"8242","LARCENY/THEFT"
"8243","LARCENY/THEFT"
"8244","LARCENY/THEFT"
"8245","LARCENY/THEFT"
"8246","LARCENY/THEFT"
"8247","LARCENY/THEFT"
"8248","LARCENY/THEFT"
"8249","LARCENY/THEFT"
"8250","LARCENY/THEFT"
"8251","LARCENY/THEFT"
"8252","NON-CRIMINAL"
"8253","NON-CRIMINAL"
"8254","LARCENY/THEFT"
"8255","LARCENY/THEFT"
"8256","LARCENY/THEFT"
"8257","NON-CRIMINAL"
"8258","LARCENY/THEFT"
"8259","LARCENY/THEFT"
"8260","LARCENY/THEFT"
"8261","LARCENY/THEFT"
"8262","LARCENY/THEFT"
"8263","NON-CRIMINAL"
"8264","ASSAULT"
"8265","LARCENY/THEFT"
"8266","LARCENY/THEFT"
"8267","LARCENY/THEFT"
"8268","NON-CRIMINAL"
"8269","NON-CRIMINAL"
"8270","LARCENY/THEFT"
"8271","NON-CRIMINAL"
"8272","LARCENY/THEFT"
"8273","LARCENY/THEFT"
"8274","OTHER OFFENSES"
"8275","OTHER OFFENSES"
"8276","OTHER OFFENSES"
"8277","OTHER OFFENSES"
"8278","LARCENY/THEFT"
"8279","LARCENY/THEFT"
"8280","LARCENY/THEFT"
"8281","NON-CRIMINAL"
"8282","NON-CRIMINAL"
"8283","LARCENY/THEFT"
"8284","NON-CRIMINAL"
"8285","NON-CRIMINAL"
"8286","NON-CRIMINAL"
"8287","LARCENY/THEFT"
"8288","LARCENY/THEFT"
"8289","LARCENY/THEFT"
"8290","LARCENY/THEFT"
"8291","LARCENY/THEFT"
"8292","LARCENY/THEFT"
"8293","LARCENY/THEFT"
"8294","LARCENY/THEFT"
"8295","LARCENY/THEFT"
"8296","LARCENY/THEFT"
"8297","LARCENY/THEFT"
"8298","LARCENY/THEFT"
"8299","LARCENY/THEFT"
"8300","OTHER OFFENSES"
"8301","LARCENY/THEFT"
"8302","LARCENY/THEFT"
"8303","NON-CRIMINAL"
"8304","VEHICLE THEFT"
"8305","LARCENY/THEFT"
"8306","LARCENY/THEFT"
"8307","LARCENY/THEFT"
"8308","OTHER OFFENSES"
"8309","LARCENY/THEFT"
"8310","LARCENY/THEFT"
"8311","LARCENY/THEFT"
"8312","LARCENY/THEFT"
"8313","LARCENY/THEFT"
"8314","OTHER OFFENSES"
"8315","LARCENY/THEFT"
"8316","LARCENY/THEFT"
"8317","LARCENY/THEFT"
"8318","LARCENY/THEFT"
"8319","LARCENY/THEFT"
"8320","LARCENY/THEFT"
"8321","LARCENY/THEFT"
"8322","LARCENY/THEFT"
"8323","ASSAULT"
"8324","ASSAULT"
"8325","ASSAULT"
"8326","NON-CRIMINAL"
"8327","NON-CRIMINAL"
"8328","LARCENY/THEFT"
"8329","NON-CRIMINAL"
"8330","NON-CRIMINAL"
"8331","OTHER OFFENSES"
"8332","LARCENY/THEFT"
"8333","LARCENY/THEFT"
"8334","LARCENY/THEFT"
"8335","NON-CRIMINAL"
"8336","LARCENY/THEFT"
"8337","LARCENY/THEFT"
"8338","LARCENY/THEFT"
"8339","LARCENY/THEFT"
"8340","LARCENY/THEFT"
"8341","LARCENY/THEFT"
"8342","NON-CRIMINAL"
"8343","NON-CRIMINAL"
"8344","NON-CRIMINAL"
"8345","NON-CRIMINAL"
"8346","NON-CRIMINAL"
"8347","NON-CRIMINAL"
"8348","LARCENY/THEFT"
"8349","OTHER OFFENSES"
"8350","NON-CRIMINAL"
"8351","LARCENY/THEFT"
"8352","NON-CRIMINAL"
"8353","NON-CRIMINAL"
"8354","NON-CRIMINAL"
"8355","LARCENY/THEFT"
"8356","ASSAULT"
"8357","LARCENY/THEFT"
"8358","LARCENY/THEFT"
"8359","OTHER OFFENSES"
"8360","LARCENY/THEFT"
"8361","LARCENY/THEFT"
"8362","LARCENY/THEFT"
"8363","LARCENY/THEFT"
"8364","LARCENY/THEFT"
"8365","LARCENY/THEFT"
"8366","LARCENY/THEFT"
"8367","OTHER OFFENSES"
"8368","OTHER OFFENSES"
"8369","OTHER OFFENSES"
"8370","LARCENY/THEFT"
"8371","LARCENY/THEFT"
"8372","OTHER OFFENSES"
"8373","LARCENY/THEFT"
"8374","LARCENY/THEFT"
"8375","LARCENY/THEFT"
"8376","NON-CRIMINAL"
"8377","LARCENY/THEFT"
"8378","NON-CRIMINAL"
"8379","LARCENY/THEFT"
"8380","LARCENY/THEFT"
"8381","LARCENY/THEFT"
"8382","NON-CRIMINAL"
"8383","NON-CRIMINAL"
"8384","NON-CRIMINAL"
"8385","OTHER OFFENSES"
"8386","OTHER OFFENSES"
"8387","LARCENY/THEFT"
"8388","LARCENY/THEFT"
"8389","LARCENY/THEFT"
"8390","NON-CRIMINAL"
"8391","NON-CRIMINAL"
"8392","MISSING PERSON"
"8393","NON-CRIMINAL"
"8394","LARCENY/THEFT"
"8395","OTHER OFFENSES"
"8396","LARCENY/THEFT"
"8397","LARCENY/THEFT"
"8398","LARCENY/THEFT"
"8399","LARCENY/THEFT"
"8400","NON-CRIMINAL"
"8401","LARCENY/THEFT"
"8402","LARCENY/THEFT"
"8403","LARCENY/THEFT"
"8404","LARCENY/THEFT"
"8405","NON-CRIMINAL"
"8406","NON-CRIMINAL"
"8407","NON-CRIMINAL"
"8408","OTHER OFFENSES"
"8409","OTHER OFFENSES"
"8410","NON-CRIMINAL"
"8411","LARCENY/THEFT"
"8412","LARCENY/THEFT"
"8413","LARCENY/THEFT"
"8414","LARCENY/THEFT"
"8415","NON-CRIMINAL"
"8416","NON-CRIMINAL"
"8417","LARCENY/THEFT"
"8418","LARCENY/THEFT"
"8419","LARCENY/THEFT"
"8420","NON-CRIMINAL"
"8421","LARCENY/THEFT"
"8422","LARCENY/THEFT"
"8423","LARCENY/THEFT"
"8424","LARCENY/THEFT"
"8425","NON-CRIMINAL"
"8426","LARCENY/THEFT"
"8427","LARCENY/THEFT"
"8428","LARCENY/THEFT"
"8429","LARCENY/THEFT"
"8430","LARCENY/THEFT"
"8431","LARCENY/THEFT"
"8432","NON-CRIMINAL"
"8433","LARCENY/THEFT"
"8434","LARCENY/THEFT"
"8435","LARCENY/THEFT"
"8436","NON-CRIMINAL"
"8437","LARCENY/THEFT"
"8438","LARCENY/THEFT"
"8439","LARCENY/THEFT"
"8440","LARCENY/THEFT"
"8441","NON-CRIMINAL"
"8442","LARCENY/THEFT"
"8443","LARCENY/THEFT"
"8444","NON-CRIMINAL"
"8445","NON-CRIMINAL"
"8446","NON-CRIMINAL"
"8447","OTHER OFFENSES"
"8448","OTHER OFFENSES"
"8449","LARCENY/THEFT"
"8450","LARCENY/THEFT"
"8451","LARCENY/THEFT"
"8452","LARCENY/THEFT"
"8453","LARCENY/THEFT"
"8454","OTHER OFFENSES"
"8455","LARCENY/THEFT"
"8456","LARCENY/THEFT"
"8457","LARCENY/THEFT"
"8458","LARCENY/THEFT"
"8459","LARCENY/THEFT"
"8460","NON-CRIMINAL"
"8461","LARCENY/THEFT"
"8462","LARCENY/THEFT"
"8463","LARCENY/THEFT"
"8464","LARCENY/THEFT"
"8465","NON-CRIMINAL"
"8466","NON-CRIMINAL"
"8467","ASSAULT"
"8468","ASSAULT"
"8469","LARCENY/THEFT"
"8470","LARCENY/THEFT"
"8471","LARCENY/THEFT"
"8472","OTHER OFFENSES"
"8473","BURGLARY"
"8474","LARCENY/THEFT"
"8475","LARCENY/THEFT"
"8476","LARCENY/THEFT"
"8477","LARCENY/THEFT"
"8478","LARCENY/THEFT"
"8479","LARCENY/THEFT"
"8480","LARCENY/THEFT"
"8481","LARCENY/THEFT"
"8482","LARCENY/THEFT"
"8483","LARCENY/THEFT"
"8484","OTHER OFFENSES"
"8485","OTHER OFFENSES"
"8486","LARCENY/THEFT"
"8487","LARCENY/THEFT"
"8488","WARRANTS"
"8489","WARRANTS"
"8490","LARCENY/THEFT"
"8491","LARCENY/THEFT"
"8492","OTHER OFFENSES"
"8493","NON-CRIMINAL"
"8494","LARCENY/THEFT"
"8495","LARCENY/THEFT"
"8496","LARCENY/THEFT"
"8497","VANDALISM"
"8498","NON-CRIMINAL"
"8499","OTHER OFFENSES"
"8500","LARCENY/THEFT"
"8501","LARCENY/THEFT"
"8502","LARCENY/THEFT"
"8503","LARCENY/THEFT"
"8504","LARCENY/THEFT"
"8505","LARCENY/THEFT"
"8506","LARCENY/THEFT"
"8507","LARCENY/THEFT"
"8508","LARCENY/THEFT"
"8509","LARCENY/THEFT"
"8510","LARCENY/THEFT"
"8511","OTHER OFFENSES"
"8512","OTHER OFFENSES"
"8513","LARCENY/THEFT"
"8514","LARCENY/THEFT"
"8515","ASSAULT"
"8516","ASSAULT"
"8517","LARCENY/THEFT"
"8518","LARCENY/THEFT"
"8519","LARCENY/THEFT"
"8520","LARCENY/THEFT"
"8521","LARCENY/THEFT"
"8522","OTHER OFFENSES"
"8523","LARCENY/THEFT"
"8524","LARCENY/THEFT"
"8525","NON-CRIMINAL"
"8526","LARCENY/THEFT"
"8527","OTHER OFFENSES"
"8528","LARCENY/THEFT"
"8529","NON-CRIMINAL"
"8530","LARCENY/THEFT"
"8531","MISSING PERSON"
"8532","LARCENY/THEFT"
"8533","LARCENY/THEFT"
"8534","LARCENY/THEFT"
"8535","LARCENY/THEFT"
"8536","VEHICLE THEFT"
"8537","LARCENY/THEFT"
"8538","LARCENY/THEFT"
"8539","LARCENY/THEFT"
"8540","OTHER OFFENSES"
"8541","LARCENY/THEFT"
"8542","OTHER OFFENSES"
"8543","LARCENY/THEFT"
"8544","OTHER OFFENSES"
"8545","LARCENY/THEFT"
"8546","MISSING PERSON"
"8547","LARCENY/THEFT"
"8548","ASSAULT"
"8549","LARCENY/THEFT"
"8550","OTHER OFFENSES"
"8551","OTHER OFFENSES"
"8552","LARCENY/THEFT"
"8553","FRAUD"
"8554","OTHER OFFENSES"
"8555","LARCENY/THEFT"
"8556","LARCENY/THEFT"
"8557","LARCENY/THEFT"
"8558","LARCENY/THEFT"
